"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"15521","Scotorepens greyii","mammal","Chiroptera","Vespertilionidae",6,"npp.sd",-0.271395491095743,-0.278369657541193,0.333333333333333
"15522","Scytalopus parvirostris","bird","Passeriformes","Rhinocryptidae",6,"npp.sd",0.310873080495186,0.321511602765731,0.333333333333333
"15523","Scytalopus simonsi","bird","Passeriformes","Rhinocryptidae",7,"npp.sd",0.730733290026846,0.930299044730341,0.25
"15524","Seicercus burkii","bird","Passeriformes","Phylloscopidae",8,"npp.sd",-0.227372336245973,-0.231416797780407,0.2
"15525","Seicercus castaniceps","bird","Passeriformes","Phylloscopidae",5,"npp.sd",0.26613109864841,0.272695373314151,0.5
"15526","Seicercus omeiensis","bird","Passeriformes","Phylloscopidae",6,"npp.sd",-0.227187315049769,-0.231221698512497,0.333333333333333
"15527","Seiurus aurocapilla","bird","Passeriformes","Parulidae",98,"npp.sd",0.396392544850824,0.419361679211224,0.0105263157894737
"15528","Seiurus motacilla","bird","Passeriformes","Parulidae",19,"npp.sd",-0.0414350193224512,-0.0414587564998143,0.0625
"15529","Selasphorus platycercus","bird","Apodiformes","Trochilidae",24,"npp.sd",-0.299398653680736,-0.308858914954927,0.0476190476190476
"15530","Selasphorus rufus","bird","Apodiformes","Trochilidae",22,"npp.sd",0.45006105504763,0.484776839285258,0.0526315789473684
"15531","Selasphorus sasin","bird","Apodiformes","Trochilidae",17,"npp.sd",-0.240102612779789,-0.244883000033898,0.0714285714285714
"15532","Selenidera reinwardtii","bird","Piciformes","Ramphastidae",5,"npp.sd",-0.777904034665716,-1.04004043805752,0.5
"15533","Sericornis arfakianus","bird","Passeriformes","Acanthizidae",6,"npp.sd",0.301948736449147,0.311662452759164,0.333333333333333
"15534","Sericornis citreogularis","bird","Passeriformes","Acanthizidae",10,"npp.sd",-0.698836975899873,-0.865023718828817,0.142857142857143
"15535","Sericornis frontalis","bird","Passeriformes","Acanthizidae",8,"npp.sd",0.327627663812908,0.340168329150203,0.2
"15536","Sericornis keri","bird","Passeriformes","Acanthizidae",9,"npp.sd",-0.282069061378642,-0.289928563700934,0.166666666666667
"15537","Sericornis magnirostris","bird","Passeriformes","Acanthizidae",20,"npp.sd",0.0571071431097897,0.0571693446298635,0.0588235294117647
"15538","Sericornis nouhuysi","bird","Passeriformes","Acanthizidae",14,"npp.sd",0.00839391714082003,0.0083941142882587,0.0909090909090909
"15539","Sericornis perspicillatus","bird","Passeriformes","Acanthizidae",12,"npp.sd",-0.116048899116907,-0.11657410651489,0.111111111111111
"15540","Sericornis spilodera","bird","Passeriformes","Acanthizidae",6,"npp.sd",0.313242171586261,0.324136287293698,0.333333333333333
"15541","Serinus mozambicus","bird","Passeriformes","Fringillidae",7,"npp.sd",0.532485577775123,0.593608029460421,0.25
"15542","Serpophaga subcristata","bird","Passeriformes","Tyrannidae",7,"npp.sd",0.11712771135576,0.117667785055328,0.25
"15543","Setophaga americana","bird","Passeriformes","Parulidae",21,"npp.sd",-0.177391162354909,-0.179287795603899,0.0555555555555556
"15544","Setophaga caerulescens","bird","Passeriformes","Parulidae",32,"npp.sd",0.305790597595288,0.315895155333281,0.0344827586206897
"15545","Setophaga castanea","bird","Passeriformes","Parulidae",26,"npp.sd",0.0965813719009058,0.0968833663431795,0.0434782608695652
"15546","Setophaga cerulea","bird","Passeriformes","Parulidae",8,"npp.sd",-0.173629538283284,-0.175406610811427,0.2
"15547","Setophaga coronata","bird","Passeriformes","Parulidae",168,"npp.sd",0.107820327924062,0.108241078427075,0.00606060606060606
"15548","Setophaga discolor","bird","Passeriformes","Parulidae",10,"npp.sd",0.408168480644333,0.433411595205956,0.142857142857143
"15549","Setophaga fusca","bird","Passeriformes","Parulidae",13,"npp.sd",0.191244051056923,0.193628129788058,0.1
"15550","Setophaga magnolia","bird","Passeriformes","Parulidae",52,"npp.sd",0.0682917578545747,0.0683982214780879,0.0204081632653061
"15551","Setophaga nigrescens","bird","Passeriformes","Parulidae",14,"npp.sd",-0.463795507158131,-0.502136199527071,0.0909090909090909
"15552","Setophaga palmarum","bird","Passeriformes","Parulidae",21,"npp.sd",0.217268453080317,0.220787434672852,0.0555555555555556
"15553","Setophaga pensylvanica","bird","Passeriformes","Parulidae",39,"npp.sd",0.0189697789786176,0.0189720549109261,0.0277777777777778
"15554","Setophaga petechia","bird","Passeriformes","Parulidae",123,"npp.sd",-0.20723328058892,-0.210278735947819,0.00833333333333333
"15555","Setophaga pinus","bird","Passeriformes","Parulidae",22,"npp.sd",0.26394656237521,0.27034578782477,0.0526315789473684
"15556","Setophaga ruticilla","bird","Passeriformes","Parulidae",33,"npp.sd",-0.323430214487568,-0.335473346637932,0.0333333333333333
"15557","Setophaga striata","bird","Passeriformes","Parulidae",31,"npp.sd",-0.0327628609094185,-0.0327745910719136,0.0357142857142857
"15558","Setophaga tigrina","bird","Passeriformes","Parulidae",20,"npp.sd",0.233095092916524,0.237459905026377,0.0588235294117647
"15559","Setophaga townsendi","bird","Passeriformes","Parulidae",25,"npp.sd",0.015229969347672,0.0152311470520247,0.0454545454545455
"15560","Setophaga virens","bird","Passeriformes","Parulidae",27,"npp.sd",-0.0574718890197952,-0.0575352916144243,0.0416666666666667
"15561","Sialia currucoides","bird","Passeriformes","Turdidae",27,"npp.sd",0.0561024937618333,0.0561614658461201,0.0416666666666667
"15562","Sialia mexicana","bird","Passeriformes","Turdidae",25,"npp.sd",-0.0508137341884113,-0.0508575363576305,0.0454545454545455
"15563","Sialia sialis","bird","Passeriformes","Turdidae",46,"npp.sd",-0.313237986795743,-0.324131647222414,0.0232558139534884
"15564","Sicalis flaveola","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.191582720190731,-0.193979679380868,0.25
"15565","Sicalis luteola","bird","Passeriformes","Thraupidae",8,"npp.sd",-0.386965092835384,-0.408225686746713,0.2
"15566","Sigmodon arizonae","mammal","Rodentia","Cricetidae",41,"npp.sd",-0.190288200907596,-0.192636180828129,0.0263157894736842
"15567","Sigmodon fulviventer","mammal","Rodentia","Cricetidae",21,"npp.sd",-0.0977045323821711,-0.0980172269104638,0.0555555555555556
"15568","Sigmodon hirsutus","mammal","Rodentia","Cricetidae",16,"npp.sd",-0.0873874142121245,-0.0876108854555862,0.0769230769230769
"15569","Sigmodon hispidus","mammal","Rodentia","Cricetidae",123,"npp.sd",-0.337827203073525,-0.351637771119549,0.00833333333333333
"15570","Sigmodon ochrognathus","mammal","Rodentia","Cricetidae",17,"npp.sd",-0.0357779612927863,-0.0357932390374142,0.0714285714285714
"15571","Sirystes sibilator","bird","Passeriformes","Tyrannidae",8,"npp.sd",0.258313548246073,0.264300533772341,0.2
"15572","Sitta canadensis","bird","Passeriformes","Sittidae",50,"npp.sd",0.0856562396706278,0.0858666530955958,0.0212765957446809
"15573","Sitta carolinensis","bird","Passeriformes","Sittidae",93,"npp.sd",0.26317610529126,0.269517815973469,0.0111111111111111
"15574","Sitta europaea","bird","Passeriformes","Sittidae",8,"npp.sd",0.820480401268766,1.15828565744059,0.2
"15575","Sitta frontalis","bird","Passeriformes","Sittidae",5,"npp.sd",-0.582326836613033,-0.665976251592846,0.5
"15576","Sitta pygmaea","bird","Passeriformes","Sittidae",20,"npp.sd",-0.113153709646722,-0.11364038497492,0.0588235294117647
"15577","Sittasomus griseicapillus","bird","Passeriformes","Furnariidae",20,"npp.sd",0.289919125470554,0.298477965310205,0.0588235294117647
"15578","Sorex araneus","mammal","Soricomorpha","Soricidae",6,"npp.sd",-0.284048069977915,-0.292079946680218,0.333333333333333
"15579","Sorex arcticus","mammal","Soricomorpha","Soricidae",9,"npp.sd",0.425538676946559,0.454436133977694,0.166666666666667
"15580","Sorex bairdi","mammal","Soricomorpha","Soricidae",14,"npp.sd",0.48123897764688,0.52459542218795,0.0909090909090909
"15581","Sorex bendirii","mammal","Soricomorpha","Soricidae",62,"npp.sd",0.317668116368752,0.32905135123273,0.0169491525423729
"15582","Sorex caecutiens","mammal","Soricomorpha","Soricidae",30,"npp.sd",-0.421484863572204,-0.449496285788771,0.037037037037037
"15583","Sorex cinereus","mammal","Soricomorpha","Soricidae",785,"npp.sd",-0.167947359094061,-0.169553691982187,0.00127877237851662
"15584","Sorex daphaenodon","mammal","Soricomorpha","Soricidae",6,"npp.sd",-0.130526774823657,-0.131275717764298,0.333333333333333
"15585","Sorex fumeus","mammal","Soricomorpha","Soricidae",22,"npp.sd",0.468247249566234,0.507822997320755,0.0526315789473684
"15586","Sorex haydeni","mammal","Soricomorpha","Soricidae",27,"npp.sd",0.143206502860494,0.144197692748822,0.0416666666666667
"15587","Sorex hoyi","mammal","Soricomorpha","Soricidae",108,"npp.sd",0.000554677680939711,0.000554677737825211,0.00952380952380952
"15588","Sorex isodon","mammal","Soricomorpha","Soricidae",12,"npp.sd",0.199157151563217,0.201854740845153,0.111111111111111
"15589","Sorex longirostris","mammal","Soricomorpha","Soricidae",6,"npp.sd",-0.949772817945395,-1.82945589290438,0.333333333333333
"15590","Sorex lyelli","mammal","Soricomorpha","Soricidae",7,"npp.sd",0.109944200343429,0.110390433038866,0.25
"15591","Sorex merriami","mammal","Soricomorpha","Soricidae",21,"npp.sd",-0.0308842176999011,-0.0308940428050286,0.0555555555555556
"15592","Sorex minutissimus","mammal","Soricomorpha","Soricidae",10,"npp.sd",-0.511900028058367,-0.565301095068139,0.142857142857143
"15593","Sorex monticolus","mammal","Soricomorpha","Soricidae",876,"npp.sd",0.0944443190907168,0.0947266374836996,0.0011454753722795
"15594","Sorex nanus","mammal","Soricomorpha","Soricidae",22,"npp.sd",0.117979888935234,0.118531903857829,0.0526315789473684
"15595","Sorex ornatus","mammal","Soricomorpha","Soricidae",58,"npp.sd",-0.157520875590345,-0.158843468547128,0.0181818181818182
"15596","Sorex pacificus","mammal","Soricomorpha","Soricidae",48,"npp.sd",0.213737806634328,0.217084828689059,0.0222222222222222
"15597","Sorex palustris","mammal","Soricomorpha","Soricidae",112,"npp.sd",-0.176517373936761,-0.1783857619085,0.00917431192660551
"15598","Sorex preblei","mammal","Soricomorpha","Soricidae",19,"npp.sd",-0.283531704408373,-0.291518352121269,0.0625
"15599","Sorex rohweri","mammal","Soricomorpha","Soricidae",12,"npp.sd",0.344127428036474,0.358766904548153,0.111111111111111
"15600","Sorex sonomae","mammal","Soricomorpha","Soricidae",46,"npp.sd",0.165937785871485,0.167486505874242,0.0232558139534884
"15601","Sorex trowbridgii","mammal","Soricomorpha","Soricidae",185,"npp.sd",0.337996131785155,0.351828475248366,0.00549450549450549
"15602","Sorex tundrensis","mammal","Soricomorpha","Soricidae",157,"npp.sd",0.0416617565606051,0.041685885825157,0.00649350649350649
"15603","Sorex ugyunak","mammal","Soricomorpha","Soricidae",33,"npp.sd",-0.362075547076796,-0.379272544467355,0.0333333333333333
"15604","Sorex vagrans","mammal","Soricomorpha","Soricidae",237,"npp.sd",-0.0894805565044139,-0.0897205271423922,0.00427350427350427
"15605","Sorex veraepacis","mammal","Soricomorpha","Soricidae",7,"npp.sd",-0.164576187927784,-0.166086678586324,0.25
"15606","Sorex yukonicus","mammal","Soricomorpha","Soricidae",19,"npp.sd",-0.147976578553507,-0.149071079151184,0.0625
"15607","Spermophaga haematina","bird","Passeriformes","Estrildidae",8,"npp.sd",-0.210306446656577,-0.213491952589854,0.2
"15608","Spermophilus alashanicus","mammal","Rodentia","Sciuridae",5,"npp.sd",0.59922143405445,0.691931557960507,0.5
"15609","Spermophilus beecheyi","mammal","Rodentia","Sciuridae",67,"npp.sd",0.130365175391409,0.131111320930079,0.015625
"15610","Spermophilus beldingi","mammal","Rodentia","Sciuridae",31,"npp.sd",-0.168225070112008,-0.169839477287423,0.0357142857142857
"15611","Spermophilus columbianus","mammal","Rodentia","Sciuridae",32,"npp.sd",-0.15659209222676,-0.157891195640793,0.0344827586206897
"15612","Spermophilus elegans","mammal","Rodentia","Sciuridae",49,"npp.sd",0.0213379061162139,0.0213411454284369,0.0217391304347826
"15613","Spermophilus mohavensis","mammal","Rodentia","Sciuridae",5,"npp.sd",0.0194619066397884,0.0194643643666323,0.5
"15614","Spermophilus mollis","mammal","Rodentia","Sciuridae",21,"npp.sd",0.283718241460169,0.29172120749402,0.0555555555555556
"15615","Spermophilus pallidicauda","mammal","Rodentia","Sciuridae",9,"npp.sd",0.261543487263939,0.267764512924142,0.166666666666667
"15616","Spermophilus parryii","mammal","Rodentia","Sciuridae",155,"npp.sd",0.301375657765095,0.311032003078872,0.00657894736842105
"15617","Spermophilus richardsonii","mammal","Rodentia","Sciuridae",13,"npp.sd",-0.388120706926553,-0.409585536205461,0.1
"15618","Spermophilus saturatus","mammal","Rodentia","Sciuridae",19,"npp.sd",-0.0234608462508571,-0.0234651520446024,0.0625
"15619","Spermophilus spilosoma","mammal","Rodentia","Sciuridae",24,"npp.sd",0.307138370472961,0.317382633161011,0.0476190476190476
"15620","Spermophilus tereticaudus","mammal","Rodentia","Sciuridae",27,"npp.sd",0.139149489221756,0.140058167147746,0.0416666666666667
"15621","Spermophilus tridecemlineatus","mammal","Rodentia","Sciuridae",37,"npp.sd",0.252674716101399,0.258267886547044,0.0294117647058824
"15622","Spermophilus undulatus","mammal","Rodentia","Sciuridae",29,"npp.sd",0.38376295035696,0.40446506625294,0.0384615384615385
"15623","Spermophilus variegatus","mammal","Rodentia","Sciuridae",65,"npp.sd",0.115719110738186,0.116239829087101,0.0161290322580645
"15624","Sphyrapicus nuchalis","bird","Piciformes","Picidae",65,"npp.sd",-0.194832288495459,-0.197355258584534,0.0161290322580645
"15625","Sphyrapicus ruber","bird","Piciformes","Picidae",76,"npp.sd",0.187062800575777,0.189291719549295,0.0136986301369863
"15626","Sphyrapicus thyroideus","bird","Piciformes","Picidae",29,"npp.sd",-0.0259378728035955,-0.0259436919217008,0.0384615384615385
"15627","Sphyrapicus varius","bird","Piciformes","Picidae",68,"npp.sd",-0.158280194571639,-0.159622203438856,0.0153846153846154
"15628","Spilogale gracilis","mammal","Carnivora","Mephitidae",6,"npp.sd",0.135913197319201,0.136759477863831,0.333333333333333
"15629","Spilogale putorius","mammal","Carnivora","Mephitidae",8,"npp.sd",-0.333333333333333,-0.346573590279973,0.2
"15630","Spinus magellanicus","bird","Passeriformes","Fringillidae",24,"npp.sd",-0.48927757077496,-0.535110089125276,0.0476190476190476
"15631","Spinus pinus","bird","Passeriformes","Fringillidae",104,"npp.sd",-0.00108025924245478,-0.00108025966266158,0.0099009900990099
"15632","Spinus psaltria","bird","Passeriformes","Fringillidae",45,"npp.sd",0.13182722444716,0.13259893675269,0.0238095238095238
"15633","Spinus tristis","bird","Passeriformes","Fringillidae",132,"npp.sd",0.0437174837124334,0.0437453669134536,0.00775193798449612
"15634","Spiza americana","bird","Passeriformes","Cardinalidae",10,"npp.sd",-0.082195893695219,-0.0823817573861822,0.142857142857143
"15635","Spizella arborea","bird","Passeriformes","Passerellidae",74,"npp.sd",0.0920016353846263,0.0922625381967085,0.0140845070422535
"15636","Spizella breweri","bird","Passeriformes","Passerellidae",24,"npp.sd",-0.283288664890177,-0.291254086428685,0.0476190476190476
"15637","Spizella pallida","bird","Passeriformes","Passerellidae",19,"npp.sd",0.358217167854078,0.374839116986236,0.0625
"15638","Spizella passerina","bird","Passeriformes","Passerellidae",84,"npp.sd",-0.0118635728013874,-0.0118641294253787,0.0123456790123457
"15639","Spizella pusilla","bird","Passeriformes","Passerellidae",16,"npp.sd",0.558457330699537,0.630588529405128,0.0769230769230769
"15640","Sporophila caerulescens","bird","Passeriformes","Thraupidae",5,"npp.sd",-0.138788907721879,-0.139690484801001,0.5
"15641","Sporophila minuta","bird","Passeriformes","Thraupidae",6,"npp.sd",0.68277576586186,0.834295531753303,0.333333333333333
"15642","Sporophila plumbea","bird","Passeriformes","Thraupidae",5,"npp.sd",0.293854043468376,0.302779360214692,0.5
"15643","Sporophila torqueola","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.0717798898024008,-0.0719035507484511,0.25
"15644","Stachyris nigriceps","bird","Passeriformes","Sylviidae",6,"npp.sd",0.858915162418315,1.28919347806332,0.333333333333333
"15645","Steganopus tricolor","bird","Charadriiformes","Scolopacidae",18,"npp.sd",-0.191167220160187,-0.193548383395454,0.0666666666666667
"15646","Stelgidopteryx ruficollis","bird","Passeriformes","Hirundinidae",7,"npp.sd",0.60297739605602,0.69781241776581,0.25
"15647","Stelgidopteryx serripennis","bird","Passeriformes","Hirundinidae",15,"npp.sd",-0.279479971112357,-0.287117894073002,0.0833333333333333
"15648","Stellula calliope","bird","Apodiformes","Trochilidae",9,"npp.sd",0.143047728095999,0.144035597400582,0.166666666666667
"15649","Sterna caspia","bird","Charadriiformes","Laridae",8,"npp.sd",0.571428571428571,0.64964149206513,0.2
"15650","Sterna forsteri","bird","Charadriiformes","Laridae",5,"npp.sd",0.12930125943106,0.130029163292591,0.5
"15651","Sterna hirundo","bird","Charadriiformes","Laridae",11,"npp.sd",0.713240514218796,0.893749028976369,0.125
"15652","Stiphrornis erythrothorax","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.429042786463309,-0.458722922342613,0.5
"15653","Storeria occipitomaculata","reptile","Squamata","Colubridae",5,"npp.sd",0.7,0.867300527694053,0.5
"15654","Streptopelia capicola","bird","Columbiformes","Columbidae",14,"npp.sd",0.209435223327031,0.212580587413481,0.0909090909090909
"15655","Streptopelia decaocto","bird","Columbiformes","Columbidae",23,"npp.sd",-0.220127576105095,-0.223790177820418,0.05
"15656","Streptopelia decipiens","bird","Columbiformes","Columbidae",6,"npp.sd",-0.228475927627206,-0.23258086174157,0.333333333333333
"15657","Streptopelia orientalis","bird","Columbiformes","Columbidae",7,"npp.sd",0.665815175725368,0.803187835807198,0.25
"15658","Streptopelia semitorquata","bird","Columbiformes","Columbidae",9,"npp.sd",0.405708066742978,0.430462874077911,0.166666666666667
"15659","Streptopelia senegalensis","bird","Columbiformes","Columbidae",25,"npp.sd",0.0155839426097382,0.0155852043618946,0.0454545454545455
"15660","Strix nebulosa","bird","Strigiformes","Strigidae",19,"npp.sd",-0.0304359663236332,-0.0304453696499498,0.0625
